Round,Temp,Day,Date,Well,Sample,isolate_A,isolate_B,count_A,count_B,isolate_A_mono_counts,isolate_B_mono_counts,N,model_dir,summed_proba_A,summed_proba_B,Community,filename
round4,10C,d03,03.08.2026,F6,Sample66,a43,a56,5206,3357,6932,104302,8563,a43_vs_a56,5336.964694697771,3226.035305302255,17,round4_10C_d03_03.08.2026_F6_Sample66.csv
round4,10C,d03,03.08.2026,B9,Sample21,a12,a16,30481,38574,44759,30132,69055,a12_vs_a16,29243.364362957516,39811.63563704322,2,round4_10C_d03_03.08.2026_B9_Sample21.csv
round4,10C,d03,03.08.2026,F3,Sample63,a43,a56,4512,1605,6932,104302,6117,a43_vs_a56,4466.516945073367,1650.4830549266483,16,round4_10C_d03_03.08.2026_F3_Sample63.csv
round4,10C,d03,03.08.2026,C6,Sample30,a12,a43,3180,3428,44759,6932,6608,a12_vs_a43,2987.0671419716955,3620.9328580283054,5,round4_10C_d03_03.08.2026_C6_Sample30.csv
round4,10C,d03,03.08.2026,B12,Sample24,a12,a16,16472,51002,44759,30132,67474,a12_vs_a16,16093.78650822294,51380.2134917773,3,round4_10C_d03_03.08.2026_B12_Sample24.csv
round4,10C,d03,03.08.2026,C9,Sample33,a12,a43,1409,4824,44759,6932,6233,a12_vs_a43,1362.4672704445788,4870.532729555411,6,round4_10C_d03_03.08.2026_C9_Sample33.csv
round4,10C,d03,03.08.2026,E6,Sample54,a16,a56,30385,9538,30132,104302,39923,a16_vs_a56,30528.14694100211,9394.85305899829,13,round4_10C_d03_03.08.2026_E6_Sample54.csv
round4,10C,d01,03.08.2026,B4,Sample16,a12,a16,41448,16353,44939,31049,57801,a12_vs_a16,40256.75833010501,17544.241669894538,1,round4_10C_d01_03.08.2026_B4_Sample16.csv
round4,10C,d01,03.08.2026,F4,Sample64,a43,a56,6431,5788,6160,121537,12219,a43_vs_a56,6645.465088940507,5573.53491105949,17,round4_10C_d01_03.08.2026_F4_Sample64.csv
round4,10C,d01,03.08.2026,C7,Sample31,a12,a43,1270,3511,44939,6160,4781,a12_vs_a43,1247.4933149813598,3533.506685018637,6,round4_10C_d01_03.08.2026_C7_Sample31.csv
round4,10C,d01,03.08.2026,D4,Sample40,a12,a56,48469,52264,44939,121537,100733,a12_vs_a56,50932.14993147808,49800.85006852192,9,round4_10C_d01_03.08.2026_D4_Sample40.csv
round4,10C,d01,03.08.2026,D1,Sample37,a12,a56,58418,36834,44939,121537,95252,a12_vs_a56,58752.818002385306,36499.181997614694,8,round4_10C_d01_03.08.2026_D1_Sample37.csv
round4,10C,d01,03.08.2026,E10,Sample58,a16,a56,40755,55804,31049,121537,96559,a16_vs_a56,41932.931200919775,54626.06879908008,15,round4_10C_d01_03.08.2026_E10_Sample58.csv
round4,10C,d01,03.08.2026,F7,Sample67,a43,a56,15092,6109,6160,121537,21201,a43_vs_a56,14653.57567394409,6547.424326055894,18,round4_10C_d01_03.08.2026_F7_Sample67.csv
round4,10C,d01,03.08.2026,B10,Sample22,a12,a16,14136,43867,44939,31049,58003,a12_vs_a16,13731.337303794542,44271.662696206324,3,round4_10C_d01_03.08.2026_B10_Sample22.csv
round4,10C,d01,03.08.2026,D10,Sample46,a16,a43,5357,5464,31049,6160,10821,a16_vs_a43,5583.592847859499,5237.407152140508,11,round4_10C_d01_03.08.2026_D10_Sample46.csv
round4,10C,d01,03.08.2026,C10,Sample34,a12,a56,64460,10448,44939,121537,74908,a12_vs_a56,62567.38940185329,12340.610598146704,7,round4_10C_d01_03.08.2026_C10_Sample34.csv
round4,10C,d01,03.08.2026,E7,Sample55,a16,a56,27823,26521,31049,121537,54344,a16_vs_a56,28203.542691068593,26140.457308931418,14,round4_10C_d01_03.08.2026_E7_Sample55.csv
round4,10C,d01,03.08.2026,E4,Sample52,a16,a56,46657,13172,31049,121537,59829,a16_vs_a56,46848.20917843523,12980.790821565497,13,round4_10C_d01_03.08.2026_E4_Sample52.csv
round4,10C,d01,03.08.2026,D7,Sample43,a16,a43,6226,4267,31049,6160,10493,a16_vs_a43,6359.643961462801,4133.356038537213,10,round4_10C_d01_03.08.2026_D7_Sample43.csv
round4,10C,d01,03.08.2026,B7,Sample19,a12,a16,22517,19022,44939,31049,41539,a12_vs_a16,21903.50342036973,19635.496579630264,2,round4_10C_d01_03.08.2026_B7_Sample19.csv
round4,10C,d01,03.08.2026,C4,Sample28,a12,a43,3566,4139,44939,6160,7705,a12_vs_a43,3356.955312192199,4348.044687807806,5,round4_10C_d01_03.08.2026_C4_Sample28.csv
round4,10C,d01,03.08.2026,F1,Sample61,a43,a56,4691,448,6160,121537,5139,a43_vs_a56,4658.918060422229,480.08193957778377,16,round4_10C_d01_03.08.2026_F1_Sample61.csv
round4,10C,d01,03.08.2026,C1,Sample25,a12,a43,11248,6262,44939,6160,17510,a12_vs_a43,10604.347787696539,6905.6522123034165,4,round4_10C_d01_03.08.2026_C1_Sample25.csv
round4,10C,d01,03.08.2026,E1,Sample49,a16,a43,1481,5526,31049,6160,7007,a16_vs_a43,1727.001599845787,5279.9984001542225,12,round4_10C_d01_03.08.2026_E1_Sample49.csv
round4,10C,d02,03.08.2026,F2,Sample62,a43,a56,4848,1370,5353,97845,6218,a43_vs_a56,4799.174877751956,1418.825122248049,16,round4_10C_d02_03.08.2026_F2_Sample62.csv
round4,10C,d02,03.08.2026,D2,Sample38,a12,a56,58803,37092,44270,97845,95895,a12_vs_a56,59102.49282361656,36792.50717638344,8,round4_10C_d02_03.08.2026_D2_Sample38.csv
round4,10C,d02,03.08.2026,D5,Sample41,a12,a56,40954,45961,44270,97845,86915,a12_vs_a56,43313.17529420081,43601.82470579918,9,round4_10C_d02_03.08.2026_D5_Sample41.csv
round4,10C,d02,03.08.2026,C8,Sample32,a12,a43,1288,3742,44270,5353,5030,a12_vs_a43,1249.317910176093,3780.682089823911,6,round4_10C_d02_03.08.2026_C8_Sample32.csv
round4,10C,d02,03.08.2026,F8,Sample68,a43,a56,9393,8045,5353,97845,17438,a43_vs_a56,9768.111840049089,7669.888159950952,18,round4_10C_d02_03.08.2026_F8_Sample68.csv
round4,10C,d02,03.08.2026,C5,Sample29,a12,a43,3474,3746,44270,5353,7220,a12_vs_a43,3281.799453364751,3938.200546635249,5,round4_10C_d02_03.08.2026_C5_Sample29.csv
round4,10C,d02,03.08.2026,E2,Sample50,a16,a43,1952,5882,21551,5353,7834,a16_vs_a43,2223.3408525854074,5610.659147414583,12,round4_10C_d02_03.08.2026_E2_Sample50.csv
round4,10C,d02,03.08.2026,B11,Sample23,a12,a16,14706,43809,44270,21551,58515,a12_vs_a16,14310.219855792104,44204.780144208344,3,round4_10C_d02_03.08.2026_B11_Sample23.csv
round4,10C,d02,03.08.2026,C11,Sample35,a12,a56,78237,11977,44270,97845,90214,a12_vs_a56,76054.78713897457,14159.21286102543,7,round4_10C_d02_03.08.2026_C11_Sample35.csv
round4,10C,d02,03.08.2026,E5,Sample53,a16,a56,10243,3011,21551,97845,13254,a16_vs_a56,10281.629493063194,2972.3705069367998,13,round4_10C_d02_03.08.2026_E5_Sample53.csv
round4,10C,d02,03.08.2026,D11,Sample47,a16,a43,5502,5480,21551,5353,10982,a16_vs_a43,5712.2862265409185,5269.713773459081,11,round4_10C_d02_03.08.2026_D11_Sample47.csv
round4,10C,d02,03.08.2026,F5,Sample65,a43,a56,7332,1692,5353,97845,9024,a43_vs_a56,7172.576064936113,1851.423935063894,17,round4_10C_d02_03.08.2026_F5_Sample65.csv
round4,10C,d02,03.08.2026,C2,Sample26,a12,a43,10168,7134,44270,5353,17302,a12_vs_a43,9413.386603513554,7888.613396486461,4,round4_10C_d02_03.08.2026_C2_Sample26.csv
round4,10C,d02,03.08.2026,D8,Sample44,a16,a43,6923,4650,21551,5353,11573,a16_vs_a43,7031.987522697909,4541.012477302121,10,round4_10C_d02_03.08.2026_D8_Sample44.csv
round4,10C,d02,03.08.2026,B8,Sample20,a12,a16,26023,27302,44270,21551,53325,a12_vs_a16,25141.07570834586,28183.92429165432,2,round4_10C_d02_03.08.2026_B8_Sample20.csv
round4,10C,d02,03.08.2026,E11,Sample59,a16,a56,37315,63882,21551,97845,101197,a16_vs_a56,38569.42976269469,62627.57023730451,15,round4_10C_d02_03.08.2026_E11_Sample59.csv
round4,10C,d02,03.08.2026,E8,Sample56,a16,a56,23509,25031,21551,97845,48540,a16_vs_a56,23873.908422032295,24666.091577967723,14,round4_10C_d02_03.08.2026_E8_Sample56.csv
round4,10C,d02,03.08.2026,B5,Sample17,a12,a16,40534,16285,44270,21551,56819,a12_vs_a16,39357.520317998635,17461.479682001132,1,round4_10C_d02_03.08.2026_B5_Sample17.csv
