Round,Temp,Day,Date,Well,Sample,isolate_A,isolate_B,count_A,count_B,isolate_A_mono_counts,isolate_B_mono_counts,N,model_dir,summed_proba_A,summed_proba_B,Community,filename
round1,20C,d07,16.03.2026,D7,Sample43,16,23,130,104,110613,30513,234,16_vs_23,128.38108407813385,105.61891592186625,s15,round1_20C_d07_16.03.2026_D7_Sample43.csv
round1,20C,d07,16.03.2026,B4,Sample16,06,43,8524,377,14234,500,8901,06_vs_43,8485.82417358376,415.17582641624017,s06,round1_20C_d07_16.03.2026_B4_Sample16.csv
round1,20C,d07,16.03.2026,A12,Sample12,06,23,9741,439,14234,30513,10180,06_vs_23,9681.923587864561,498.07641213545173,s04,round1_20C_d07_16.03.2026_A12_Sample12.csv
round1,20C,d07,16.03.2026,D1,Sample37,12,56,54503,4052,44761,567,58555,12_vs_56,51851.24001270381,6703.7599872961855,s13,round1_20C_d07_16.03.2026_D1_Sample37.csv
round1,20C,d07,16.03.2026,F9,Sample69,23,32,140121,117659,30513,98522,257780,23_vs_32,137822.11109732185,119957.88890267732,s23,round1_20C_d07_16.03.2026_F9_Sample69.csv
round1,20C,d07,16.03.2026,B11,Sample23,12,16,14251,76527,44761,110613,90778,12_vs_16,23844.193834290392,66933.80616570964,s08,round1_20C_d07_16.03.2026_B11_Sample23.csv
round1,20C,d07,16.03.2026,A8,Sample8,06,20,7429,148,14234,12339,7577,06_vs_20,7278.272298911294,298.727701088697,s03,round1_20C_d07_16.03.2026_A8_Sample8.csv
round1,20C,d07,16.03.2026,B12,Sample24,12,16,47715,56571,44761,110613,104286,12_vs_16,50009.96409006745,54276.035909932434,s08,round1_20C_d07_16.03.2026_B12_Sample24.csv
round1,20C,d07,16.03.2026,E5,Sample53,16,56,76088,12472,110613,567,88560,16_vs_56,72682.8349696089,15877.165030391101,s18,round1_20C_d07_16.03.2026_E5_Sample53.csv
round1,20C,d07,16.03.2026,F7,Sample67,23,32,93,268,30513,98522,361,23_vs_32,106.22705038055771,254.77294961944222,s23,round1_20C_d07_16.03.2026_F7_Sample67.csv
round1,20C,d07,16.03.2026,C7,Sample31,12,32,113,219,44761,98522,332,12_vs_32,128.67667404474494,203.32332595525514,s11,round1_20C_d07_16.03.2026_C7_Sample31.csv
round1,20C,d07,16.03.2026,G11,Sample83,43,56,31308,44758,500,567,76066,43_vs_56,33591.84237160584,42474.157628394176,s28,round1_20C_d07_16.03.2026_G11_Sample83.csv
round1,20C,d07,16.03.2026,A2,Sample2,06,12,6970,740,14234,44761,7710,06_vs_12,6400.329327378329,1309.6706726216712,s01,round1_20C_d07_16.03.2026_A2_Sample2.csv
round1,20C,d07,16.03.2026,F2,Sample62,20,43,90045,47172,12339,500,137217,20_vs_43,81445.07570769185,55771.92429230675,s21,round1_20C_d07_16.03.2026_F2_Sample62.csv
round1,20C,d07,16.03.2026,A4,Sample4,06,16,6146,163,14234,110613,6309,06_vs_16,6044.68164413411,264.31835586589375,s02,round1_20C_d07_16.03.2026_A4_Sample4.csv
round1,20C,d07,16.03.2026,E1,Sample49,16,43,2812,5188,110613,500,8000,16_vs_43,3202.082558334611,4797.917441665399,s17,round1_20C_d07_16.03.2026_E1_Sample49.csv
round1,20C,d07,16.03.2026,G6,Sample78,32,43,46081,21578,98522,500,67659,32_vs_43,43931.7443245988,23727.255675401724,s26,round1_20C_d07_16.03.2026_G6_Sample78.csv
round1,20C,d07,16.03.2026,D12,Sample48,16,32,89426,8148,110613,98522,97574,16_vs_32,88504.58332450748,9069.416675491055,s16,round1_20C_d07_16.03.2026_D12_Sample48.csv
round1,20C,d07,16.03.2026,E3,Sample51,16,43,71874,18013,110613,500,89887,16_vs_43,65567.56021881381,24319.439781187,s17,round1_20C_d07_16.03.2026_E3_Sample51.csv
round1,20C,d07,16.03.2026,D5,Sample41,16,20,75792,19311,110613,12339,95103,16_vs_20,67741.84043153538,27361.15956846439,s14,round1_20C_d07_16.03.2026_D5_Sample41.csv
round1,20C,d07,16.03.2026,D4,Sample40,16,20,94714,22078,110613,12339,116792,16_vs_20,88853.4698522827,27938.530147716952,s14,round1_20C_d07_16.03.2026_D4_Sample40.csv
round1,20C,d07,16.03.2026,F5,Sample65,20,56,9835,1703,12339,567,11538,20_vs_56,9380.608132061368,2157.391867938632,s22,round1_20C_d07_16.03.2026_F5_Sample65.csv
round1,20C,d07,16.03.2026,B8,Sample20,06,56,9750,422,14234,567,10172,06_vs_56,9659.243208756589,512.7567912434118,s07,round1_20C_d07_16.03.2026_B8_Sample20.csv
round1,20C,d03,12.03.2026,C5,Sample29,12,23,2315,27391,41910,48575,29706,12_vs_23,2940.8461173111687,26765.153882688915,s10,round1_20C_d03_12.03.2026_C5_Sample29.csv
round1,20C,d03,12.03.2026,B3,Sample15,06,32,5547,106,5829,148475,5653,06_vs_32,5529.7218255155485,123.2781744844517,s05,round1_20C_d03_12.03.2026_B3_Sample15.csv
round1,20C,d03,12.03.2026,F11,Sample71,23,43,20620,18580,48575,67785,39200,23_vs_43,20155.28645332019,19044.713546679817,s24,round1_20C_d03_12.03.2026_F11_Sample71.csv
round1,20C,d03,12.03.2026,G6,Sample78,32,43,112067,33158,148475,67785,145225,32_vs_43,108390.74819060453,36834.25180939617,s26,round1_20C_d03_12.03.2026_G6_Sample78.csv
round1,20C,d03,12.03.2026,D10,Sample46,16,32,70563,18470,67120,148475,89033,16_vs_32,69895.99191992822,19137.008080072123,s16,round1_20C_d03_12.03.2026_D10_Sample46.csv
round1,20C,d03,12.03.2026,E7,Sample55,20,23,229378,996063,10958,48575,1225441,20_vs_23,261573.71296338632,963867.2870366137,s19,round1_20C_d03_12.03.2026_E7_Sample55.csv
round1,20C,d03,12.03.2026,D12,Sample48,16,32,76447,19763,67120,148475,96210,16_vs_32,75631.90529300478,20578.094706995336,s16,round1_20C_d03_12.03.2026_D12_Sample48.csv
round1,20C,d03,12.03.2026,F5,Sample65,20,56,5832,2202,10958,1230,8034,20_vs_56,5649.06408149498,2384.93591850502,s22,round1_20C_d03_12.03.2026_F5_Sample65.csv
round1,20C,d03,12.03.2026,D11,Sample47,16,32,46577,13096,67120,148475,59673,16_vs_32,46124.410598336435,13548.589401663552,s16,round1_20C_d03_12.03.2026_D11_Sample47.csv
round1,20C,d03,12.03.2026,E11,Sample59,20,32,10563,136519,10958,148475,147082,20_vs_32,12033.189186589774,135048.81081341056,s20,round1_20C_d03_12.03.2026_E11_Sample59.csv
round1,20C,d03,12.03.2026,C9,Sample33,12,32,4786,121672,41910,148475,126458,12_vs_32,9582.318726531646,116875.68127346862,s11,round1_20C_d03_12.03.2026_C9_Sample33.csv
round1,20C,d03,12.03.2026,E10,Sample58,20,32,18191,191595,10958,148475,209786,20_vs_32,20745.74134529951,189040.25865470112,s20,round1_20C_d03_12.03.2026_E10_Sample58.csv
round1,20C,d03,12.03.2026,D8,Sample44,16,23,60666,39176,67120,48575,99842,16_vs_23,59307.40827511114,40534.59172488895,s15,round1_20C_d03_12.03.2026_D8_Sample44.csv
round1,20C,d03,12.03.2026,E8,Sample56,20,23,12822,144669,10958,48575,157491,20_vs_23,14575.105523195714,142915.8944768043,s19,round1_20C_d03_12.03.2026_E8_Sample56.csv
round1,20C,d03,12.03.2026,D5,Sample41,16,20,63340,6735,67120,10958,70075,16_vs_20,59147.66946223202,10927.330537767952,s14,round1_20C_d03_12.03.2026_D5_Sample41.csv
round1,20C,d03,12.03.2026,B1,Sample13,06,32,5759,331,5829,148475,6090,06_vs_32,5759.944766502537,330.0552334974627,s05,round1_20C_d03_12.03.2026_B1_Sample13.csv
round1,20C,d03,12.03.2026,G12,Sample84,43,56,41568,10215,67785,1230,51783,43_vs_56,39589.15927377098,12193.840726229242,s28,round1_20C_d03_12.03.2026_G12_Sample84.csv
round1,20C,d03,12.03.2026,G10,Sample82,43,56,28189,11112,67785,1230,39301,43_vs_56,26910.363983140353,12390.636016859828,s28,round1_20C_d03_12.03.2026_G10_Sample82.csv
round1,20C,d03,12.03.2026,F2,Sample62,20,43,18074,34262,10958,67785,52336,20_vs_43,19443.861378146255,32892.13862185369,s21,round1_20C_d03_12.03.2026_F2_Sample62.csv
round1,20C,d03,12.03.2026,D6,Sample42,16,20,76385,9117,67120,10958,85502,16_vs_20,71099.90502441708,14402.094975583423,s14,round1_20C_d03_12.03.2026_D6_Sample42.csv
round1,20C,d03,12.03.2026,F10,Sample70,23,43,27113,25135,48575,67785,52248,23_vs_43,26514.48504307904,25733.514956920986,s24,round1_20C_d03_12.03.2026_F10_Sample70.csv
round1,20C,d03,12.03.2026,B11,Sample23,12,16,6204,45181,41910,67120,51385,12_vs_16,9548.181475592868,41836.818524407136,s08,round1_20C_d03_12.03.2026_B11_Sample23.csv
round1,20C,d03,12.03.2026,A11,Sample11,06,23,2409,12083,5829,48575,14492,06_vs_23,3201.0240593050908,11290.975940694909,s04,round1_20C_d03_12.03.2026_A11_Sample11.csv
round1,20C,d03,12.03.2026,B2,Sample14,06,32,7267,194,5829,148475,7461,06_vs_32,7255.623059481621,205.37694051837912,s05,round1_20C_d03_12.03.2026_B2_Sample14.csv
round1,20C,d03,12.03.2026,E5,Sample53,16,56,36704,3739,67120,1230,40443,16_vs_56,35652.07501832578,4790.924981674224,s18,round1_20C_d03_12.03.2026_E5_Sample53.csv
round1,20C,d03,12.03.2026,D7,Sample43,16,23,35036,31191,67120,48575,66227,16_vs_23,34363.51266855266,31863.487331447006,s15,round1_20C_d03_12.03.2026_D7_Sample43.csv
round1,20C,d03,12.03.2026,C7,Sample31,12,32,2394,106697,41910,148475,109091,12_vs_32,7380.897808465156,101710.1021915352,s11,round1_20C_d03_12.03.2026_C7_Sample31.csv
round1,20C,d03,12.03.2026,G3,Sample75,23,56,54062,3896,48575,1230,57958,23_vs_56,47893.687125885226,10064.312874114865,s25,round1_20C_d03_12.03.2026_G3_Sample75.csv
round1,20C,d03,12.03.2026,E9,Sample57,20,23,7226,97789,10958,48575,105015,20_vs_23,8177.692944092208,96837.30705590779,s19,round1_20C_d03_12.03.2026_E9_Sample57.csv
round1,20C,d03,12.03.2026,F7,Sample67,23,32,57212,33436,48575,148475,90648,23_vs_32,53156.07233915556,37491.92766084479,s23,round1_20C_d03_12.03.2026_F7_Sample67.csv
round1,20C,d03,12.03.2026,E3,Sample51,16,43,59147,14857,67120,67785,74004,16_vs_43,58468.90270717463,15535.097292825729,s17,round1_20C_d03_12.03.2026_E3_Sample51.csv
round1,20C,d03,12.03.2026,B6,Sample18,06,43,3370,728,5829,67785,4098,06_vs_43,3349.0151342330264,748.9848657669734,s06,round1_20C_d03_12.03.2026_B6_Sample18.csv
round1,20C,d03,12.03.2026,B12,Sample24,12,16,8387,75799,41910,67120,84186,12_vs_16,14331.10442211836,69854.89557788287,s08,round1_20C_d03_12.03.2026_B12_Sample24.csv
round1,20C,d03,12.03.2026,D2,Sample38,12,56,54532,3268,41910,1230,57800,12_vs_56,52580.88615500265,5219.113844997357,s13,round1_20C_d03_12.03.2026_D2_Sample38.csv
round1,20C,d03,12.03.2026,C11,Sample35,12,43,18461,22982,41910,67785,41443,12_vs_43,19241.55743382355,22201.44256617651,s12,round1_20C_d03_12.03.2026_C11_Sample35.csv
round1,20C,d03,12.03.2026,G7,Sample79,32,56,191487,7559,148475,1230,199046,32_vs_56,174559.53608458652,24486.463915413464,s27,round1_20C_d03_12.03.2026_G7_Sample79.csv
round1,20C,d03,12.03.2026,A7,Sample7,06,20,4241,1559,5829,10958,5800,06_vs_20,4234.943388724334,1565.056611275674,s03,round1_20C_d03_12.03.2026_A7_Sample7.csv
round1,20C,d03,12.03.2026,E2,Sample50,16,43,85440,17280,67120,67785,102720,16_vs_43,84279.56667127757,18440.433328724077,s17,round1_20C_d03_12.03.2026_E2_Sample50.csv
round1,20C,d03,12.03.2026,D4,Sample40,16,20,138642,12279,67120,10958,150921,16_vs_20,128990.44253186753,21930.557468131923,s14,round1_20C_d03_12.03.2026_D4_Sample40.csv
round1,20C,d03,12.03.2026,A5,Sample5,06,16,2102,251,5829,67120,2353,06_vs_16,2067.9293339277974,285.0706660722014,s02,round1_20C_d03_12.03.2026_A5_Sample5.csv
round1,20C,d03,12.03.2026,F4,Sample64,20,56,8591,2335,10958,1230,10926,20_vs_56,8231.156229701619,2694.843770298382,s22,round1_20C_d03_12.03.2026_F4_Sample64.csv
round1,20C,d03,12.03.2026,A8,Sample8,06,20,5524,1941,5829,10958,7465,06_vs_20,5510.810442293128,1954.1895577068792,s03,round1_20C_d03_12.03.2026_A8_Sample8.csv
round1,20C,d03,12.03.2026,B9,Sample21,06,56,4736,842,5829,1230,5578,06_vs_56,4597.440269149356,980.5597308506435,s07,round1_20C_d03_12.03.2026_B9_Sample21.csv
round1,20C,d03,12.03.2026,D3,Sample39,12,56,44555,2229,41910,1230,46784,12_vs_56,42574.23537320387,4209.764626796133,s13,round1_20C_d03_12.03.2026_D3_Sample39.csv
round1,20C,d03,12.03.2026,B10,Sample22,12,16,9177,59347,41910,67120,68524,12_vs_16,12654.20990061211,55869.79009938795,s08,round1_20C_d03_12.03.2026_B10_Sample22.csv
round1,20C,d03,12.03.2026,G11,Sample83,43,56,19257,6536,67785,1230,25793,43_vs_56,18308.204650356343,7484.79534964351,s28,round1_20C_d03_12.03.2026_G11_Sample83.csv
round1,20C,d03,12.03.2026,C12,Sample36,12,43,25956,31459,41910,67785,57415,12_vs_43,26972.522027661635,30442.4779723383,s12,round1_20C_d03_12.03.2026_C12_Sample36.csv
round1,20C,d03,12.03.2026,F1,Sample61,20,43,11403,29335,10958,67785,40738,20_vs_43,13235.650123297464,27502.349876702418,s21,round1_20C_d03_12.03.2026_F1_Sample61.csv
round1,20C,d03,12.03.2026,F6,Sample66,20,56,6146,2342,10958,1230,8488,20_vs_56,5943.582294286196,2544.417705713804,s22,round1_20C_d03_12.03.2026_F6_Sample66.csv
round1,20C,d03,12.03.2026,A1,Sample1,06,12,4471,947,5829,41910,5418,06_vs_12,4182.477662458717,1235.5223375412832,s01,round1_20C_d03_12.03.2026_A1_Sample1.csv
round1,20C,d03,12.03.2026,G8,Sample80,32,56,204187,5594,148475,1230,209781,32_vs_56,188966.8771156688,20814.122884331202,s27,round1_20C_d03_12.03.2026_G8_Sample80.csv
round1,20C,d03,12.03.2026,C6,Sample30,12,23,3207,34154,41910,48575,37361,12_vs_23,3976.4782635828283,33384.52173641719,s10,round1_20C_d03_12.03.2026_C6_Sample30.csv
round1,20C,d03,12.03.2026,A2,Sample2,06,12,3627,773,5829,41910,4400,06_vs_12,3368.599241962539,1031.400758037461,s01,round1_20C_d03_12.03.2026_A2_Sample2.csv
round1,20C,d03,12.03.2026,A6,Sample6,06,20,2995,1153,5829,10958,4148,06_vs_20,3004.1883296929445,1143.8116703070493,s03,round1_20C_d03_12.03.2026_A6_Sample6.csv
round1,20C,d03,12.03.2026,B4,Sample16,06,43,4998,1027,5829,67785,6025,06_vs_43,4947.096009054952,1077.903990945047,s06,round1_20C_d03_12.03.2026_B4_Sample16.csv
round1,20C,d03,12.03.2026,A9,Sample9,06,20,3385,1328,5829,10958,4713,06_vs_20,3386.976572432487,1326.0234275675084,s03,round1_20C_d03_12.03.2026_A9_Sample9.csv
round1,20C,d03,12.03.2026,G5,Sample77,32,43,106680,33702,148475,67785,140382,32_vs_43,103017.18361296711,37364.816387032624,s26,round1_20C_d03_12.03.2026_G5_Sample77.csv
round1,20C,d03,12.03.2026,G4,Sample76,32,43,106573,42006,148475,67785,148579,32_vs_43,101328.45820210854,47250.54179788933,s26,round1_20C_d03_12.03.2026_G4_Sample76.csv
round1,20C,d03,12.03.2026,A4,Sample4,06,16,3592,414,5829,67120,4006,06_vs_16,3518.831537090722,487.1684629092797,s02,round1_20C_d03_12.03.2026_A4_Sample4.csv
round1,20C,d03,12.03.2026,E6,Sample54,16,56,58033,5089,67120,1230,63122,16_vs_56,56487.766203221734,6634.233796778268,s18,round1_20C_d03_12.03.2026_E6_Sample54.csv
round1,20C,d03,12.03.2026,G1,Sample73,23,56,545,134,48575,1230,679,23_vs_56,483.76969249977884,195.2303075002211,s25,round1_20C_d03_12.03.2026_G1_Sample73.csv
round1,20C,d03,12.03.2026,C1,Sample25,12,20,39361,10273,41910,10958,49634,12_vs_20,36999.634714050844,12634.365285948796,s09,round1_20C_d03_12.03.2026_C1_Sample25.csv
round1,20C,d03,12.03.2026,G9,Sample81,32,56,127983,10401,148475,1230,138384,32_vs_56,117466.49546728608,20917.504532713923,s27,round1_20C_d03_12.03.2026_G9_Sample81.csv
round1,20C,d03,12.03.2026,A12,Sample12,06,23,34715,67051,5829,48575,101766,06_vs_23,36590.96046644189,65175.03953355738,s04,round1_20C_d03_12.03.2026_A12_Sample12.csv
round1,20C,d03,12.03.2026,C4,Sample28,12,23,4476,45447,41910,48575,49923,12_vs_23,5495.158987482138,44427.84101251789,s10,round1_20C_d03_12.03.2026_C4_Sample28.csv
round1,20C,d03,12.03.2026,A3,Sample3,06,12,2980,653,5829,41910,3633,06_vs_12,2796.19656734168,836.8034326583202,s01,round1_20C_d03_12.03.2026_A3_Sample3.csv
round1,20C,d03,12.03.2026,F9,Sample69,23,32,56920,35469,48575,148475,92389,23_vs_32,53370.11217889614,39018.88782110405,s23,round1_20C_d03_12.03.2026_F9_Sample69.csv
round1,20C,d03,12.03.2026,F3,Sample63,20,43,13754,27227,10958,67785,40981,20_vs_43,14851.191102933832,26129.808897066203,s21,round1_20C_d03_12.03.2026_F3_Sample63.csv
round1,20C,d03,12.03.2026,G2,Sample74,23,56,61447,4346,48575,1230,65793,23_vs_56,54386.16512039492,11406.834879605336,s25,round1_20C_d03_12.03.2026_G2_Sample74.csv
round1,20C,d03,12.03.2026,E4,Sample52,16,56,78224,4283,67120,1230,82507,16_vs_56,76260.30569465515,6246.69430534485,s18,round1_20C_d03_12.03.2026_E4_Sample52.csv
round1,20C,d03,12.03.2026,C8,Sample32,12,32,3545,132224,41910,148475,135769,12_vs_32,8955.948672369572,126813.05132763076,s11,round1_20C_d03_12.03.2026_C8_Sample32.csv
round1,20C,d03,12.03.2026,D1,Sample37,12,56,39733,2400,41910,1230,42133,12_vs_56,38106.19981489763,4026.800185102373,s13,round1_20C_d03_12.03.2026_D1_Sample37.csv
round1,20C,d03,12.03.2026,B8,Sample20,06,56,6132,1551,5829,1230,7683,06_vs_56,6046.62201904969,1636.3779809503103,s07,round1_20C_d03_12.03.2026_B8_Sample20.csv
round1,20C,d03,12.03.2026,E1,Sample49,16,43,55353,11456,67120,67785,66809,16_vs_43,54493.85009048515,12315.149909515829,s17,round1_20C_d03_12.03.2026_E1_Sample49.csv
round1,20C,d03,12.03.2026,D9,Sample45,16,23,49818,36987,67120,48575,86805,16_vs_23,48729.87686891721,38075.12313108349,s15,round1_20C_d03_12.03.2026_D9_Sample45.csv
round1,20C,d03,12.03.2026,F12,Sample72,23,43,44013,41891,48575,67785,85904,23_vs_43,43049.497267443236,42854.5027325568,s24,round1_20C_d03_12.03.2026_F12_Sample72.csv
round1,20C,d03,12.03.2026,C10,Sample34,12,43,23114,30043,41910,67785,53157,12_vs_43,24422.716620964315,28734.28337903556,s12,round1_20C_d03_12.03.2026_C10_Sample34.csv
round1,20C,d03,12.03.2026,F8,Sample68,23,32,90279,55261,48575,148475,145540,23_vs_32,84724.00507047496,60815.99492952465,s23,round1_20C_d03_12.03.2026_F8_Sample68.csv
round1,20C,d03,12.03.2026,C2,Sample26,12,20,56093,15733,41910,10958,71826,12_vs_20,52766.82751910062,19059.17248089912,s09,round1_20C_d03_12.03.2026_C2_Sample26.csv
round1,20C,d03,12.03.2026,B7,Sample19,06,56,4760,1142,5829,1230,5902,06_vs_56,4667.320419946429,1234.6795800535708,s07,round1_20C_d03_12.03.2026_B7_Sample19.csv
round1,20C,d03,12.03.2026,A10,Sample10,06,23,2465,12316,5829,48575,14781,06_vs_23,3475.670582919241,11305.329417080713,s04,round1_20C_d03_12.03.2026_A10_Sample10.csv
round1,20C,d03,12.03.2026,C3,Sample27,12,20,46741,13981,41910,10958,60722,12_vs_20,43632.06935584012,17089.93064415974,s09,round1_20C_d03_12.03.2026_C3_Sample27.csv
round1,20C,d03,12.03.2026,B5,Sample17,06,43,3216,664,5829,67785,3880,06_vs_43,3181.936105731995,698.0638942680048,s06,round1_20C_d03_12.03.2026_B5_Sample17.csv
round1,20C,d03,12.03.2026,E12,Sample60,20,32,13735,156096,10958,148475,169831,20_vs_32,15879.294374985902,153951.70562501467,s20,round1_20C_d03_12.03.2026_E12_Sample60.csv
round1,10C,d02,11.03.2026,A2,Sample2,06,12,1343,992,1459,1225,2335,06_vs_12,1255.5954149265667,1079.4045850734333,s01,round1_10C_d02_11.03.2026_A2_Sample2.csv
round1,10C,d02,11.03.2026,F12,Sample72,23,43,236,3446,1465,8533,3682,23_vs_43,258.06423582460263,3423.9357641753936,s24,round1_10C_d02_11.03.2026_F12_Sample72.csv
round1,10C,d02,11.03.2026,C9,Sample33,12,32,457,75,1225,640,532,12_vs_32,452.9219686897506,79.0780313102497,s11,round1_10C_d02_11.03.2026_C9_Sample33.csv
round1,10C,d02,11.03.2026,C7,Sample31,12,32,1752,160,1225,640,1912,12_vs_32,1731.369222229213,180.6307777707865,s11,round1_10C_d02_11.03.2026_C7_Sample31.csv
round1,10C,d02,11.03.2026,A10,Sample10,06,23,1416,303,1459,1465,1719,06_vs_23,1428.537323607642,290.4626763923554,s04,round1_10C_d02_11.03.2026_A10_Sample10.csv
round1,10C,d02,11.03.2026,B6,Sample18,06,43,1019,4171,1459,8533,5190,06_vs_43,1481.2644038443946,3708.735596155606,s06,round1_10C_d02_11.03.2026_B6_Sample18.csv
round1,10C,d02,11.03.2026,C6,Sample30,12,23,732,138,1225,1465,870,12_vs_23,693.4978989156856,176.502101084314,s10,round1_10C_d02_11.03.2026_C6_Sample30.csv
round1,10C,d02,11.03.2026,A1,Sample1,06,12,1542,940,1459,1225,2482,06_vs_12,1475.8211868290134,1006.1788131709867,s01,round1_10C_d02_11.03.2026_A1_Sample1.csv
round1,10C,d02,11.03.2026,F5,Sample65,20,56,673,10039,1158,80762,10712,20_vs_56,1324.6601311378986,9387.339868862102,s22,round1_10C_d02_11.03.2026_F5_Sample65.csv
round1,10C,d02,11.03.2026,G11,Sample83,43,56,6975,14093,8533,80762,21068,43_vs_56,7687.4979134353725,13380.502086564515,s28,round1_10C_d02_11.03.2026_G11_Sample83.csv
round1,10C,d02,11.03.2026,D3,Sample39,12,56,793,3571,1225,80762,4364,12_vs_56,1137.5884206665821,3226.4115793334176,s13,round1_10C_d02_11.03.2026_D3_Sample39.csv
round1,10C,d02,11.03.2026,B12,Sample24,12,16,505,4260,1225,12205,4765,12_vs_16,532.450880581051,4232.549119418953,s08,round1_10C_d02_11.03.2026_B12_Sample24.csv
round1,10C,d02,11.03.2026,B9,Sample21,06,56,763,11365,1459,80762,12128,06_vs_56,1212.2500507860714,10915.749949213929,s07,round1_10C_d02_11.03.2026_B9_Sample21.csv
round1,10C,d02,11.03.2026,E9,Sample57,20,23,135,43,1158,1465,178,20_vs_23,130.49983791730182,47.50016208269817,s19,round1_10C_d02_11.03.2026_E9_Sample57.csv
round1,10C,d02,11.03.2026,F9,Sample69,23,32,346,14,1465,640,360,23_vs_32,312.22236024524176,47.7776397547583,s23,round1_10C_d02_11.03.2026_F9_Sample69.csv
round1,10C,d02,11.03.2026,B3,Sample15,06,32,1027,235,1459,640,1262,06_vs_32,1035.9201712561373,226.07982874386272,s05,round1_10C_d02_11.03.2026_B3_Sample15.csv
round1,10C,d02,11.03.2026,G6,Sample78,32,43,169,3097,640,8533,3266,32_vs_43,203.3666645424928,3062.6333354575054,s26,round1_10C_d02_11.03.2026_G6_Sample78.csv
round1,10C,d02,11.03.2026,D4,Sample40,16,20,1430,30,12205,1158,1460,16_vs_20,1409.9143761488422,50.08562385115672,s14,round1_10C_d02_11.03.2026_D4_Sample40.csv
round1,10C,d02,11.03.2026,D11,Sample47,16,32,2299,297,12205,640,2596,16_vs_32,2302.1162664444746,293.883733555523,s16,round1_10C_d02_11.03.2026_D11_Sample47.csv
round1,10C,d02,11.03.2026,B11,Sample23,12,16,220,2027,1225,12205,2247,12_vs_16,260.0338998515983,1986.9661001484023,s08,round1_10C_d02_11.03.2026_B11_Sample23.csv
round1,10C,d02,11.03.2026,C10,Sample34,12,43,769,741,1225,8533,1510,12_vs_43,745.5475655214724,764.4524344785283,s12,round1_10C_d02_11.03.2026_C10_Sample34.csv
round1,10C,d02,11.03.2026,A7,Sample7,06,20,1520,143,1459,1158,1663,06_vs_20,1437.6559821717865,225.34401782821394,s03,round1_10C_d02_11.03.2026_A7_Sample7.csv
round1,10C,d02,11.03.2026,F2,Sample62,20,43,1678,2004,1158,8533,3682,20_vs_43,1673.5004893873665,2008.4995106126362,s21,round1_10C_d02_11.03.2026_F2_Sample62.csv
round1,10C,d02,11.03.2026,A5,Sample5,06,16,667,1547,1459,12205,2214,06_vs_16,628.9054315269949,1585.0945684730048,s02,round1_10C_d02_11.03.2026_A5_Sample5.csv
round1,10C,d02,11.03.2026,C4,Sample28,12,23,1286,153,1225,1465,1439,12_vs_23,1183.3940392571055,255.60596074289444,s10,round1_10C_d02_11.03.2026_C4_Sample28.csv
round1,10C,d02,11.03.2026,G8,Sample80,32,56,295,10791,640,80762,11086,32_vs_56,866.0656573656343,10219.934342634366,s27,round1_10C_d02_11.03.2026_G8_Sample80.csv
round1,10C,d02,11.03.2026,F1,Sample61,20,43,1307,1005,1158,8533,2312,20_vs_43,1279.48912128094,1032.510878719061,s21,round1_10C_d02_11.03.2026_F1_Sample61.csv
round1,10C,d02,11.03.2026,E12,Sample60,20,32,430,118,1158,640,548,20_vs_32,407.1710227819203,140.82897721808013,s20,round1_10C_d02_11.03.2026_E12_Sample60.csv
round1,10C,d02,11.03.2026,B5,Sample17,06,43,498,1842,1459,8533,2340,06_vs_43,699.879393296136,1640.1206067038638,s06,round1_10C_d02_11.03.2026_B5_Sample17.csv
round1,10C,d02,11.03.2026,E1,Sample49,16,43,820,341,12205,8533,1161,16_vs_43,828.7392667585938,332.26073324140606,s17,round1_10C_d02_11.03.2026_E1_Sample49.csv
round1,10C,d02,11.03.2026,F3,Sample63,20,43,1657,1587,1158,8533,3244,20_vs_43,1613.4562324375806,1630.5437675624198,s21,round1_10C_d02_11.03.2026_F3_Sample63.csv
round1,10C,d02,11.03.2026,A3,Sample3,06,12,1371,1014,1459,1225,2385,06_vs_12,1280.2607745269625,1104.7392254730375,s01,round1_10C_d02_11.03.2026_A3_Sample3.csv
round1,10C,d02,11.03.2026,E4,Sample52,16,56,3657,5847,12205,80762,9504,16_vs_56,4085.075799804622,5418.924200195378,s18,round1_10C_d02_11.03.2026_E4_Sample52.csv
round1,10C,d02,11.03.2026,C1,Sample25,12,20,259,340,1225,1158,599,12_vs_20,274.70454967606474,324.29545032393503,s09,round1_10C_d02_11.03.2026_C1_Sample25.csv
round1,10C,d02,11.03.2026,D7,Sample43,16,23,3706,109,12205,1465,3815,16_vs_23,3605.7889363299255,209.21106367008312,s15,round1_10C_d02_11.03.2026_D7_Sample43.csv
round1,10C,d02,11.03.2026,C11,Sample35,12,43,1350,955,1225,8533,2305,12_vs_43,1271.330052265099,1033.6699477349034,s12,round1_10C_d02_11.03.2026_C11_Sample35.csv
round1,10C,d02,11.03.2026,G4,Sample76,32,43,271,8191,640,8533,8462,32_vs_43,394.8921792530763,8067.107820746907,s26,round1_10C_d02_11.03.2026_G4_Sample76.csv
round1,10C,d02,11.03.2026,G7,Sample79,32,56,3109,16463,640,80762,19572,32_vs_56,4124.557652826295,15447.442347173706,s27,round1_10C_d02_11.03.2026_G7_Sample79.csv
