isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
06,16,11889,304339,316228,0.03759629128350431,0.0003382602660762865,106.96736742077192,106.96736742077192,06_vs_16,round1,10C,d07,16.03.2026,A4,Sample4,s02,round1_10C_d07_16.03.2026_A4_Sample4.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A4_Sample4.csv
43,56,3780,20835,24615,0.15356489945155394,0.0022979622614099724,56.564341064606474,56.564341064606474,43_vs_56,round1,10C,d07,16.03.2026,G10,Sample82,s28,round1_10C_d07_16.03.2026_G10_Sample82.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G10_Sample82.csv
32,56,233652,1326243,1559895,0.1497870048945602,0.00028572829833089353,445.70614392486914,445.70614392486914,32_vs_56,round1,10C,d07,16.03.2026,G7,Sample79,s27,round1_10C_d07_16.03.2026_G7_Sample79.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G7_Sample79.csv
06,23,17291,73186,90477,0.19110934270588106,0.0013071239527304287,118.264653871191,118.264653871191,06_vs_23,round1,10C,d07,16.03.2026,A11,Sample11,s04,round1_10C_d07_16.03.2026_A11_Sample11.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A11_Sample11.csv
20,43,228618,633433,862051,0.2652024068181581,0.00047545138094179774,409.8633383922577,409.8633383922577,20_vs_43,round1,10C,d07,16.03.2026,F2,Sample62,s21,round1_10C_d07_16.03.2026_F2_Sample62.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F2_Sample62.csv
06,32,389200,598306,987506,0.39412418759987283,0.000491743332741562,485.5994915422889,485.5994915422889,06_vs_32,round1,10C,d07,16.03.2026,B3,Sample15,s05,round1_10C_d07_16.03.2026_B3_Sample15.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B3_Sample15.csv
12,16,42018,60572,102590,0.40957208304903014,0.001535310077215422,157.50746082153015,157.50746082153015,12_vs_16,round1,10C,d07,16.03.2026,B11,Sample23,s08,round1_10C_d07_16.03.2026_B11_Sample23.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B11_Sample23.csv
12,43,561210,284661,845871,0.6634699617317534,0.0005137720593119201,434.58488558223314,434.58488558223314,12_vs_43,round1,10C,d07,16.03.2026,C10,Sample34,s12,round1_10C_d07_16.03.2026_C10_Sample34.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C10_Sample34.csv
23,43,91866,15559,107425,0.8551640679543868,0.0010737673649597094,115.34945918079679,115.34945918079679,23_vs_43,round1,10C,d07,16.03.2026,F10,Sample70,s24,round1_10C_d07_16.03.2026_F10_Sample70.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F10_Sample70.csv
23,56,459827,1056877,1516704,0.30317517458910903,0.00037321424302713457,566.0555352562271,566.0555352562271,23_vs_56,round1,10C,d07,16.03.2026,G2,Sample74,s25,round1_10C_d07_16.03.2026_G2_Sample74.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G2_Sample74.csv
20,32,219719,1080310,1300029,0.16901084514268527,0.0003286839098897936,427.2986146901185,427.2986146901185,20_vs_32,round1,10C,d07,16.03.2026,E12,Sample60,s20,round1_10C_d07_16.03.2026_E12_Sample60.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E12_Sample60.csv
16,43,710533,316267,1026800,0.6919877288663809,0.00045560688256662807,467.8171470194137,467.8171470194137,16_vs_43,round1,10C,d07,16.03.2026,E1,Sample49,s17,round1_10C_d07_16.03.2026_E1_Sample49.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E1_Sample49.csv
12,56,699755,908999,1608754,0.43496706146495984,0.00039085911854511607,628.7961703959296,628.7961703959296,12_vs_56,round1,10C,d07,16.03.2026,D2,Sample38,s13,round1_10C_d07_16.03.2026_D2_Sample38.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D2_Sample38.csv
32,56,122278,286017,408295,0.2994844413965393,0.0007168181521731875,292.6732674415516,292.6732674415516,32_vs_56,round1,10C,d07,16.03.2026,G8,Sample80,s27,round1_10C_d07_16.03.2026_G8_Sample80.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G8_Sample80.csv
16,23,811468,50015,861483,0.9419431375894823,0.00025195081530024683,217.05134421730253,217.05134421730253,16_vs_23,round1,10C,d07,16.03.2026,D8,Sample44,s15,round1_10C_d07_16.03.2026_D8_Sample44.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D8_Sample44.csv
06,43,269114,144159,413273,0.6511773089459025,0.0007413673864042077,306.38712388142613,306.38712388142613,06_vs_43,round1,10C,d07,16.03.2026,B4,Sample16,s06,round1_10C_d07_16.03.2026_B4_Sample16.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B4_Sample16.csv
12,23,86607,234310,320917,0.2698735186979811,0.000783579064560532,251.46384266157224,251.46384266157224,12_vs_23,round1,10C,d07,16.03.2026,C6,Sample30,s10,round1_10C_d07_16.03.2026_C6_Sample30.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C6_Sample30.csv
12,56,899192,735017,1634209,0.5502307232428655,0.0003891468436139396,635.9472741554927,635.9472741554927,12_vs_56,round1,10C,d07,16.03.2026,D1,Sample37,s13,round1_10C_d07_16.03.2026_D1_Sample37.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D1_Sample37.csv
06,43,5219,4344,9563,0.5457492418697062,0.005091518464138441,48.69019107255591,48.69019107255591,06_vs_43,round1,10C,d07,16.03.2026,B6,Sample18,s06,round1_10C_d07_16.03.2026_B6_Sample18.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B6_Sample18.csv
23,32,1121755,234695,1356450,0.8269785100814626,0.00032478445963579074,440.55388027296834,440.55388027296834,23_vs_32,round1,10C,d07,16.03.2026,F9,Sample69,s23,round1_10C_d07_16.03.2026_F9_Sample69.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F9_Sample69.csv
06,56,542041,1119886,1661927,0.3261521113743263,0.00036365123042559754,604.361798427522,604.361798427522,06_vs_56,round1,10C,d07,16.03.2026,B7,Sample19,s07,round1_10C_d07_16.03.2026_B7_Sample19.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B7_Sample19.csv
16,32,795720,95042,890762,0.8933025881211817,0.0003271111876041155,291.3782156926171,291.3782156926171,16_vs_32,round1,10C,d07,16.03.2026,D10,Sample46,s16,round1_10C_d07_16.03.2026_D10_Sample46.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D10_Sample46.csv
20,43,247491,758815,1006306,0.24594010171856273,0.00042929177298273315,431.99888690316226,431.99888690316226,20_vs_43,round1,10C,d07,16.03.2026,F1,Sample61,s21,round1_10C_d07_16.03.2026_F1_Sample61.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F1_Sample61.csv
06,32,404014,534021,938035,0.430702479118583,0.0005112682345317133,479.58749837895573,479.58749837895573,06_vs_32,round1,10C,d07,16.03.2026,B1,Sample13,s05,round1_10C_d07_16.03.2026_B1_Sample13.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B1_Sample13.csv
06,32,556687,787388,1344075,0.41417852426389895,0.00042487842726926343,571.0684721319352,571.0684721319352,06_vs_32,round1,10C,d07,16.03.2026,B2,Sample14,s05,round1_10C_d07_16.03.2026_B2_Sample14.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B2_Sample14.csv
20,32,274325,1142482,1416807,0.1936219965034052,0.000331964265477708,470.329295078675,470.329295078675,20_vs_32,round1,10C,d07,16.03.2026,E11,Sample59,s20,round1_10C_d07_16.03.2026_E11_Sample59.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E11_Sample59.csv
12,23,356905,964379,1321284,0.270119822838996,0.000386283292542055,510.3899339031366,510.3899339031366,12_vs_23,round1,10C,d07,16.03.2026,C4,Sample28,s10,round1_10C_d07_16.03.2026_C4_Sample28.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C4_Sample28.csv
06,43,73061,62397,135458,0.539362754506932,0.001354308712279964,183.45194954801937,183.45194954801937,06_vs_43,round1,10C,d07,16.03.2026,B5,Sample17,s06,round1_10C_d07_16.03.2026_B5_Sample17.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B5_Sample17.csv
16,56,60895,88110,149005,0.4086775611556659,0.0012735094011625198,189.75926832022125,189.75926832022125,16_vs_56,round1,10C,d07,16.03.2026,E6,Sample54,s18,round1_10C_d07_16.03.2026_E6_Sample54.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E6_Sample54.csv
06,12,232685,91129,323814,0.7185760961539649,0.0007902582964024273,255.8966999912556,255.8966999912556,06_vs_12,round1,10C,d07,16.03.2026,A3,Sample3,s01,round1_10C_d07_16.03.2026_A3_Sample3.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A3_Sample3.csv
23,56,395044,1218664,1613708,0.24480513203132165,0.0003384755463918907,546.2006970169651,546.2006970169651,23_vs_56,round1,10C,d07,16.03.2026,G1,Sample73,s25,round1_10C_d07_16.03.2026_G1_Sample73.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G1_Sample73.csv
20,56,37206,368251,405457,0.09176312161338934,0.000453378847627334,183.82562742243596,183.82562742243596,20_vs_56,round1,10C,d07,16.03.2026,F6,Sample66,s22,round1_10C_d07_16.03.2026_F6_Sample66.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F6_Sample66.csv
12,56,839975,785099,1625074,0.5168841541985165,0.00039199965009505637,637.0284393785737,637.0284393785737,12_vs_56,round1,10C,d07,16.03.2026,D3,Sample39,s13,round1_10C_d07_16.03.2026_D3_Sample39.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D3_Sample39.csv
16,43,1035934,269595,1305529,0.7934975017789724,0.00035427636109385734,462.51806342250245,462.51806342250245,16_vs_43,round1,10C,d07,16.03.2026,E2,Sample50,s17,round1_10C_d07_16.03.2026_E2_Sample50.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E2_Sample50.csv
12,20,1346331,65653,1411984,0.9535030141984612,0.00017719789056576106,250.20058631260557,250.20058631260557,12_vs_20,round1,10C,d07,16.03.2026,C1,Sample25,s09,round1_10C_d07_16.03.2026_C1_Sample25.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C1_Sample25.csv
06,20,1192,1443,2635,0.4523719165085389,0.0096961731855993,25.54941634405416,25.54941634405416,06_vs_20,round1,10C,d07,16.03.2026,A7,Sample7,s03,round1_10C_d07_16.03.2026_A7_Sample7.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A7_Sample7.csv
06,23,19717,79495,99212,0.19873603999516187,0.0012669049066909887,125.69216960262636,125.69216960262636,06_vs_23,round1,10C,d07,16.03.2026,A12,Sample12,s04,round1_10C_d07_16.03.2026_A12_Sample12.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A12_Sample12.csv
20,23,294784,1173844,1468628,0.20072067262778592,0.0003305136803053915,485.4016452795465,485.4016452795465,20_vs_23,round1,10C,d07,16.03.2026,E9,Sample57,s19,round1_10C_d07_16.03.2026_E9_Sample57.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E9_Sample57.csv
12,16,40018,140850,180868,0.22125528009377005,0.0009760307742576641,176.5327340784352,176.5327340784352,12_vs_16,round1,10C,d07,16.03.2026,B12,Sample24,s08,round1_10C_d07_16.03.2026_B12_Sample24.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B12_Sample24.csv
32,43,339750,650817,990567,0.3429853810999155,0.0004769615757475541,472.4623972035274,472.4623972035274,32_vs_43,round1,10C,d07,16.03.2026,G5,Sample77,s26,round1_10C_d07_16.03.2026_G5_Sample77.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G5_Sample77.csv
06,20,167394,51246,218640,0.7656147091108672,0.0009059526542715648,198.07748832993494,198.07748832993494,06_vs_20,round1,10C,d07,16.03.2026,A8,Sample8,s03,round1_10C_d07_16.03.2026_A8_Sample8.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A8_Sample8.csv
23,43,458958,601169,1060127,0.4329273756823475,0.0004812247079952846,510.1593060129171,510.1593060129171,23_vs_43,round1,10C,d07,16.03.2026,F11,Sample71,s24,round1_10C_d07_16.03.2026_F11_Sample71.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F11_Sample71.csv
06,12,649315,179492,828807,0.7834332962921404,0.00045244953959733665,374.9933455650498,374.9933455650498,06_vs_12,round1,10C,d07,16.03.2026,A2,Sample2,s01,round1_10C_d07_16.03.2026_A2_Sample2.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A2_Sample2.csv
20,43,214630,565505,780135,0.2751190499080287,0.0005056020120475107,394.4378256686848,394.4378256686848,20_vs_43,round1,10C,d07,16.03.2026,F3,Sample63,s21,round1_10C_d07_16.03.2026_F3_Sample63.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F3_Sample63.csv
20,32,240538,1113464,1354002,0.17764966373757202,0.00032847398486114985,444.7544324499666,444.7544324499666,20_vs_32,round1,10C,d07,16.03.2026,E10,Sample58,s20,round1_10C_d07_16.03.2026_E10_Sample58.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E10_Sample58.csv
16,56,669586,708066,1377652,0.4860342089293958,0.00042582461479710314,586.6381322244588,586.6381322244588,16_vs_56,round1,10C,d07,16.03.2026,E5,Sample53,s18,round1_10C_d07_16.03.2026_E5_Sample53.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E5_Sample53.csv
12,32,570760,946638,1517398,0.3761438989638842,0.0003932506694877078,596.7177793793088,596.7177793793088,12_vs_32,round1,10C,d07,16.03.2026,C9,Sample33,s11,round1_10C_d07_16.03.2026_C9_Sample33.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C9_Sample33.csv
16,23,1392454,50615,1443069,0.9649254470853438,0.00015314379437658657,220.9970622072264,220.9970622072264,16_vs_23,round1,10C,d07,16.03.2026,D9,Sample45,s15,round1_10C_d07_16.03.2026_D9_Sample45.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D9_Sample45.csv
12,20,1453209,84403,1537612,0.945107738493196,0.00018368464005110908,282.43570675826595,282.43570675826595,12_vs_20,round1,10C,d07,16.03.2026,C2,Sample26,s09,round1_10C_d07_16.03.2026_C2_Sample26.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C2_Sample26.csv
06,23,93467,313711,407178,0.22954825653645333,0.000659048791489446,268.35016882108965,268.35016882108965,06_vs_23,round1,10C,d07,16.03.2026,A10,Sample10,s04,round1_10C_d07_16.03.2026_A10_Sample10.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A10_Sample10.csv
06,20,841,400,1241,0.67767929089444,0.013266926445049256,16.464255718306127,16.464255718306127,06_vs_20,round1,10C,d07,16.03.2026,A6,Sample6,s03,round1_10C_d07_16.03.2026_A6_Sample6.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A6_Sample6.csv
20,23,243543,1033945,1277488,0.19064210387886227,0.00034753720210024667,443.97460523663995,443.97460523663995,20_vs_23,round1,10C,d07,16.03.2026,E7,Sample55,s19,round1_10C_d07_16.03.2026_E7_Sample55.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E7_Sample55.csv
12,43,129033,94623,223656,0.5769261723360876,0.0010446671148640156,233.64606824202627,233.64606824202627,12_vs_43,round1,10C,d07,16.03.2026,C12,Sample36,s12,round1_10C_d07_16.03.2026_C12_Sample36.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C12_Sample36.csv
16,23,593983,49530,643513,0.9230318579422638,0.0003322654501881124,213.81713664690278,213.81713664690278,16_vs_23,round1,10C,d07,16.03.2026,D7,Sample43,s15,round1_10C_d07_16.03.2026_D7_Sample43.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D7_Sample43.csv
06,56,390768,1208749,1599517,0.24430374919428802,0.0003397381125060711,543.4168865013734,543.4168865013734,06_vs_56,round1,10C,d07,16.03.2026,B9,Sample21,s07,round1_10C_d07_16.03.2026_B9_Sample21.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B9_Sample21.csv
23,43,206526,38986,245512,0.8412053178663365,0.0007376198913560875,181.09453476661574,181.09453476661574,23_vs_43,round1,10C,d07,16.03.2026,F12,Sample72,s24,round1_10C_d07_16.03.2026_F12_Sample72.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F12_Sample72.csv
16,20,223069,106762,329831,0.6763130209107088,0.000814686938310624,268.7090075499314,268.7090075499314,16_vs_20,round1,10C,d07,16.03.2026,D6,Sample42,s14,round1_10C_d07_16.03.2026_D6_Sample42.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D6_Sample42.csv
16,56,796242,582226,1378468,0.5776282075463486,0.000420700768689405,579.9225472137467,579.9225472137467,16_vs_56,round1,10C,d07,16.03.2026,E4,Sample52,s18,round1_10C_d07_16.03.2026_E4_Sample52.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E4_Sample52.csv
12,43,723934,421055,1144989,0.6322628426997988,0.00045062670978516573,515.9626258102071,515.9626258102071,12_vs_43,round1,10C,d07,16.03.2026,C11,Sample35,s12,round1_10C_d07_16.03.2026_C11_Sample35.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C11_Sample35.csv
16,32,1082299,105366,1187665,0.9112830638269209,0.000260905321964289,309.86811921071734,309.86811921071734,16_vs_32,round1,10C,d07,16.03.2026,D11,Sample47,s16,round1_10C_d07_16.03.2026_D11_Sample47.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D11_Sample47.csv
16,32,213281,35499,248780,0.8573076613875713,0.0007012307439706793,174.45218448502558,174.45218448502558,16_vs_32,round1,10C,d07,16.03.2026,D12,Sample48,s16,round1_10C_d07_16.03.2026_D12_Sample48.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D12_Sample48.csv
06,56,661385,1027041,1688426,0.39171690082953,0.00037566264698163105,634.2785803926074,634.2785803926074,06_vs_56,round1,10C,d07,16.03.2026,B8,Sample20,s07,round1_10C_d07_16.03.2026_B8_Sample20.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B8_Sample20.csv
12,32,436002,861554,1297556,0.3360178674369353,0.00041466399445076166,538.0497539835525,538.0497539835525,12_vs_32,round1,10C,d07,16.03.2026,C7,Sample31,s11,round1_10C_d07_16.03.2026_C7_Sample31.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C7_Sample31.csv
12,16,171492,580265,751757,0.22812158716180894,0.0004839705101136489,363.82821877150633,363.82821877150633,12_vs_16,round1,10C,d07,16.03.2026,B10,Sample22,s08,round1_10C_d07_16.03.2026_B10_Sample22.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_B10_Sample22.csv
23,56,66954,47733,114687,0.5837976405346726,0.001455547358302201,166.93235988160453,166.93235988160453,23_vs_56,round1,10C,d07,16.03.2026,G3,Sample75,s25,round1_10C_d07_16.03.2026_G3_Sample75.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G3_Sample75.csv
06,20,17732,13490,31222,0.5679328678495932,0.0028034560825605033,87.52950580970403,87.52950580970403,06_vs_20,round1,10C,d07,16.03.2026,A9,Sample9,s03,round1_10C_d07_16.03.2026_A9_Sample9.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A9_Sample9.csv
20,56,199047,1392239,1591286,0.1250856225719324,0.00026224810153682265,417.31173250212436,417.31173250212436,20_vs_56,round1,10C,d07,16.03.2026,F5,Sample65,s22,round1_10C_d07_16.03.2026_F5_Sample65.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F5_Sample65.csv
06,16,1015,7474,8489,0.11956649782070915,0.0035214762807789855,29.89381214753281,29.89381214753281,06_vs_16,round1,10C,d07,16.03.2026,A5,Sample5,s02,round1_10C_d07_16.03.2026_A5_Sample5.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_A5_Sample5.csv
12,20,1389871,76010,1465881,0.9481472234103587,0.00018313634369712103,268.4560866350795,268.4560866350795,12_vs_20,round1,10C,d07,16.03.2026,C3,Sample27,s09,round1_10C_d07_16.03.2026_C3_Sample27.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C3_Sample27.csv
43,56,95576,143308,238884,0.40009376936086133,0.001002372282585064,239.45070035305042,239.45070035305042,43_vs_56,round1,10C,d07,16.03.2026,G12,Sample84,s28,round1_10C_d07_16.03.2026_G12_Sample84.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G12_Sample84.csv
16,43,896629,225582,1122211,0.7989843264769282,0.0003783091364631791,424.5426743394807,424.5426743394807,16_vs_43,round1,10C,d07,16.03.2026,E3,Sample51,s17,round1_10C_d07_16.03.2026_E3_Sample51.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_E3_Sample51.csv
16,20,1073972,209670,1283642,0.8366600656569355,0.00032628623244507514,418.8347119882611,418.8347119882611,16_vs_20,round1,10C,d07,16.03.2026,D4,Sample40,s14,round1_10C_d07_16.03.2026_D4_Sample40.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_D4_Sample40.csv
23,32,315323,40292,355615,0.8866976927294968,0.0005315169643745873,189.01540528606887,189.01540528606887,23_vs_32,round1,10C,d07,16.03.2026,F8,Sample68,s23,round1_10C_d07_16.03.2026_F8_Sample68.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F8_Sample68.csv
32,43,272001,565097,837098,0.3249332814079116,0.0005118966586396911,428.50766915396815,428.50766915396815,32_vs_43,round1,10C,d07,16.03.2026,G4,Sample76,s26,round1_10C_d07_16.03.2026_G4_Sample76.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G4_Sample76.csv
